indice,codibge, uf, pop, cifpm, part_uf
17,260150,PE,"11,777",0.8,0.293902%
18,260160,PE,"20,680",1.2,0.440852%
19,260170,PE,"74,902",2.6,0.955180%
20,260180,PE,"12,433",0.8,0.293902%
21,260190,PE,"60,213",2.2,0.808229%
22,260200,PE,"36,783",1.6,0.587803%
23,260210,PE,"47,273",2.0,0.734754%
24,260220,PE,"38,816",1.8,0.661278%
25,260230,PE,"38,287",1.8,0.661278%
26,260240,PE,"9,006",0.6,0.220426%
27,260250,PE,"7,464",0.6,0.220426%
28,260260,PE,"47,972",2.0,0.734754%
29,260270,PE,"12,934",0.8,0.293902%
30,260280,PE,"55,268",2.2,0.808229%
31,260290,PE,"196,152",4.0,1.469508%
32,260300,PE,"32,596",1.6,0.587803%
33,260310,PE,"19,674",1.2,0.440852%
34,260320,PE,"27,766",1.4,0.514328%
35,260330,PE,"11,223",0.8,0.293902%
36,260340,PE,"5,754",0.6,0.220426%
37,260345,PE,"151,587",3.8,1.396030%
38,260350,PE,"17,980",1.2,0.440852%
39,260360,PE,"8,405",0.6,0.220426%
40,260370,PE,"24,918",1.4,0.514328%
41,260380,PE,"20,004",1.2,0.440852%
42,260390,PE,"19,187",1.2,0.440852%
43,260392,PE,"12,387",0.8,0.293902%
44,260400,PE,"79,308",2.6,0.955180%
45,260410,PE,"337,416",4.0,1.469508%
46,260415,PE,"14,159",1.0,0.367377%
47,260420,PE,"40,328",1.8,0.661278%
48,260430,PE,"11,323",0.8,0.293902%
49,260440,PE,"13,002",0.8,0.293902%
50,260450,PE,"21,006",1.2,0.440852%
51,260460,PE,"25,435",1.4,0.514328%
52,260470,PE,"17,830",1.2,0.440852%
53,260480,PE,"12,647",0.8,0.293902%
54,260490,PE,"14,815",1.0,0.367377%
55,260500,PE,"23,695",1.2,0.440852%
56,260510,PE,"35,574",1.6,0.587803%
57,260515,PE,"17,925",1.2,0.440852%
58,260520,PE,"66,419",2.4,0.881705%
59,260530,PE,"32,076",1.6,0.587803%
60,260540,PE,"21,444",1.2,0.440852%
61,260550,PE,"11,850",0.8,0.293902%
62,260560,PE,"22,610",1.4,0.514328%
63,260570,PE,"31,088",1.6,0.587803%
64,260580,PE,"14,932",1.0,0.367377%
65,260590,PE,"29,515",1.4,0.514328%
66,260600,PE,"135,138",3.6,1.322557%
67,260610,PE,"30,000",1.4,0.514328%
68,260620,PE,"77,945",2.6,0.955180%
69,260630,PE,"7,191",0.6,0.220426%
70,260640,PE,"80,450",2.6,0.955180%
71,260650,PE,"18,913",1.2,0.440852%
72,260660,PE,"28,197",1.4,0.514328%
73,260670,PE,"7,714",0.6,0.220426%
74,260680,PE,"109,322",3.2,1.175606%
75,260690,PE,"12,097",0.8,0.293902%
76,260760,PE,"23,923",1.4,0.514328%
77,260700,PE,"21,003",1.2,0.440852%
78,260710,PE,"4,570",0.6,0.220426%
79,260720,PE,"87,926",2.8,1.028655%
80,260730,PE,"30,037",1.4,0.514328%
81,260740,PE,"4,643",0.6,0.220426%
82,260750,PE,"26,651",1.4,0.514328%
83,260765,PE,"36,233",1.6,0.587803%
84,260770,PE,"13,932",1.0,0.367377%
85,260775,PE,"25,220",1.4,0.514328%
86,260780,PE,"16,638",1.0,0.367377%
87,260790,PE,"675,599",4.0,1.469508%
88,260795,PE,"11,696",0.8,0.293902%
89,260800,PE,"16,679",1.0,0.367377%
90,260805,PE,"14,464",1.0,0.367377%
91,260810,PE,"32,355",1.6,0.587803%
92,260820,PE,"16,056",1.0,0.367377%
93,260825,PE,"11,061",0.8,0.293902%
94,260830,PE,"14,325",1.0,0.367377%
95,260840,PE,"15,050",1.0,0.367377%
96,260845,PE,"17,034",1.2,0.440852%
97,260850,PE,"21,210",1.2,0.440852%
98,260860,PE,"12,685",0.8,0.293902%
99,260870,PE,"16,100",1.0,0.367377%
100,260875,PE,"24,183",1.4,0.514328%
101,260880,PE,"38,545",1.8,0.661278%
102,260890,PE,"56,407",2.2,0.808229%
103,260900,PE,"24,793",1.4,0.514328%
104,260910,PE,"14,770",1.0,0.367377%
105,260915,PE,"19,788",1.2,0.440852%
106,260920,PE,"12,009",0.8,0.293902%
107,260930,PE,"14,915",1.0,0.367377%
108,261430,PE,"11,246",0.8,0.293902%
109,260940,PE,"59,836",2.2,0.808229%
110,260950,PE,"31,834",1.6,0.587803%
111,260960,PE,"388,127",4.0,1.469508%
112,260970,PE,"23,552",1.2,0.440852%
113,260980,PE,"14,071",1.0,0.367377%
114,260990,PE,"67,689",2.4,0.881705%
115,261000,PE,"61,731",2.4,0.881705%
116,261010,PE,"8,191",0.6,0.220426%
117,261020,PE,"26,515",1.4,0.514328%
118,261030,PE,"11,399",0.8,0.293902%
119,261040,PE,"20,990",1.2,0.440852%
120,261050,PE,"29,082",1.4,0.514328%
121,261060,PE,"54,051",2.2,0.808229%
122,261070,PE,"316,714",4.0,1.469508%
123,261080,PE,"21,558",1.2,0.440852%
124,261090,PE,"65,374",2.4,0.881705%
125,261100,PE,"34,523",1.6,0.587803%
126,261110,PE,"319,893",4.0,1.469508%
127,261120,PE,"11,261",0.8,0.293902%
128,261130,PE,"26,716",1.4,0.514328%
129,261140,PE,"14,200",1.0,0.367377%
130,261150,PE,"25,220",1.4,0.514328%
131,261153,PE,"6,846",0.6,0.220426%
132,261170,PE,"19,947",1.2,0.440852%
133,261180,PE,"46,200",2.0,0.734754%
134,261190,PE,"22,970",1.2,0.440852%
135,261200,PE,"10,835",0.8,0.293902%
136,261210,PE,"10,076",0.6,0.220426%
137,261220,PE,"59,037",2.2,0.808229%
138,261230,PE,"15,702",1.0,0.367377%
139,261240,PE,"24,049",1.4,0.514328%
140,261245,PE,"14,487",1.0,0.367377%
141,261247,PE,"12,240",0.8,0.293902%
142,261250,PE,"96,908",3.0,1.102131%
143,261255,PE,"13,977",1.0,0.367377%
144,261260,PE,"40,908",1.8,0.661278%
145,261270,PE,"13,626",1.0,0.367377%
146,261280,PE,"11,411",0.8,0.293902%
147,261290,PE,"14,900",1.0,0.367377%
148,261300,PE,"56,413",2.2,0.808229%
149,261310,PE,"36,485",1.6,0.587803%
150,261320,PE,"22,162",1.2,0.440852%
151,261330,PE,"21,079",1.2,0.440852%
152,261340,PE,"19,663",1.2,0.440852%
153,261350,PE,"33,541",1.6,0.587803%
154,261360,PE,"33,105",1.6,0.587803%
155,261370,PE,"108,301",3.2,1.175606%
156,261380,PE,"17,612",1.2,0.440852%
157,261390,PE,"83,051",2.8,1.028655%
158,261400,PE,"18,951",1.2,0.440852%
159,261410,PE,"35,042",1.6,0.587803%
160,261420,PE,"43,036",1.8,0.661278%
161,261440,PE,"5,918",0.6,0.220426%
162,261450,PE,"61,875",2.4,0.881705%
163,261460,PE,"27,591",1.4,0.514328%
164,261470,PE,"12,932",0.8,0.293902%
165,261480,PE,"23,833",1.4,0.514328%
166,261485,PE,"22,046",1.2,0.440852%
167,261500,PE,"26,772",1.4,0.514328%
168,261510,PE,"6,991",0.6,0.220426%
169,261520,PE,"9,916",0.6,0.220426%
170,261530,PE,"54,115",2.2,0.808229%
171,261540,PE,"39,913",1.8,0.661278%
172,261550,PE,"13,497",0.8,0.293902%
173,261560,PE,"27,756",1.4,0.514328%
174,261570,PE,"15,280",1.0,0.367377%
175,261580,PE,"25,882",1.4,0.514328%
176,261590,PE,"8,129",0.6,0.220426%
177,261600,PE,"17,455",1.2,0.440852%
178,261610,PE,"9,408",0.6,0.220426%
179,261618,PE,"7,859",0.6,0.220426%
180,261620,PE,"19,457",1.2,0.440852%
181,261630,PE,"31,866",1.6,0.587803%
182,261640,PE,"133,907",3.6,1.322557%
183,261650,PE,"14,513",1.0,0.367377%
2,220010,PI,"5,097",0.6,0.344828%
3,220020,PI,"16,869",1.0,0.574713%
4,220025,PI,"7,467",0.6,0.344828%
5,220027,PI,"5,211",0.6,0.344828%
6,220030,PI,"13,923",1.0,0.574713%
7,220040,PI,"39,522",1.8,1.034483%
8,220045,PI,"5,216",0.6,0.344828%
9,220050,PI,"17,298",1.2,0.689655%
10,220060,PI,"6,703",0.6,0.344828%
11,220070,PI,"9,456",0.6,0.344828%
12,220080,PI,"3,090",0.6,0.344828%
13,220090,PI,"5,784",0.6,0.344828%
14,220095,PI,"2,459",0.6,0.344828%
15,220100,PI,"4,688",0.6,0.344828%
16,220105,PI,"7,645",0.6,0.344828%
17,220110,PI,"11,341",0.8,0.459770%
18,220115,PI,"11,014",0.8,0.459770%
19,220117,PI,"3,886",0.6,0.344828%
20,220120,PI,"45,786",2.0,1.149425%
21,220130,PI,"3,278",0.6,0.344828%
22,220140,PI,"6,627",0.6,0.344828%
23,220150,PI,"26,215",1.4,0.804598%
24,220155,PI,"3,882",0.6,0.344828%
25,220157,PI,"3,413",0.6,0.344828%
26,220160,PI,"10,014",0.6,0.344828%
27,220170,PI,"5,389",0.6,0.344828%
28,220173,PI,"6,086",0.6,0.344828%
29,220177,PI,"6,516",0.6,0.344828%
30,220180,PI,"4,425",0.6,0.344828%
31,220190,PI,"23,826",1.4,0.804598%
32,220191,PI,"5,447",0.6,0.344828%
33,220192,PI,"5,512",0.6,0.344828%
34,220194,PI,"6,335",0.6,0.344828%
35,220196,PI,"8,116",0.6,0.344828%
36,220198,PI,"3,749",0.6,0.344828%
37,220200,PI,"19,352",1.2,0.689655%
38,220202,PI,"8,138",0.6,0.344828%
39,220205,PI,"10,220",0.8,0.459770%
40,220207,PI,"3,438",0.6,0.344828%
41,220208,PI,"7,375",0.6,0.344828%
42,220209,PI,"5,742",0.6,0.344828%
43,220210,PI,"5,489",0.6,0.344828%
44,220211,PI,"4,851",0.6,0.344828%
45,220213,PI,"5,746",0.6,0.344828%
46,220217,PI,"7,016",0.6,0.344828%
47,220220,PI,"45,827",2.0,1.149425%
48,220225,PI,"3,920",0.6,0.344828%
49,220230,PI,"20,528",1.2,0.689655%
50,220240,PI,"11,173",0.8,0.459770%
51,220245,PI,"3,975",0.6,0.344828%
52,220250,PI,"10,527",0.8,0.459770%
53,220253,PI,"5,676",0.6,0.344828%
54,220255,PI,"4,951",0.6,0.344828%
55,220260,PI,"18,469",1.2,0.689655%
56,220265,PI,"5,213",0.6,0.344828%
57,220270,PI,"27,274",1.4,0.804598%
58,220271,PI,"4,601",0.6,0.344828%
59,220272,PI,"5,677",0.6,0.344828%
60,220273,PI,"3,901",0.6,0.344828%
61,220275,PI,"6,238",0.6,0.344828%
62,220277,PI,"7,515",0.6,0.344828%
63,220280,PI,"4,528",0.6,0.344828%
64,220285,PI,"4,594",0.6,0.344828%
65,220290,PI,"25,927",1.4,0.804598%
66,220300,PI,"8,033",0.6,0.344828%
67,220310,PI,"10,164",0.6,0.344828%
68,220320,PI,"11,030",0.8,0.459770%
69,220323,PI,"4,811",0.6,0.344828%
70,220327,PI,"5,027",0.6,0.344828%
71,220325,PI,"4,297",0.6,0.344828%
72,220330,PI,"13,496",0.8,0.459770%
73,220335,PI,"6,818",0.6,0.344828%
74,220340,PI,"6,712",0.6,0.344828%
75,220345,PI,"9,364",0.6,0.344828%
76,220342,PI,"4,292",0.6,0.344828%
77,220350,PI,"14,496",1.0,0.574713%
78,220360,PI,"4,773",0.6,0.344828%
79,220370,PI,"38,607",1.8,1.034483%
80,220375,PI,"5,171",0.6,0.344828%
81,220380,PI,"4,396",0.6,0.344828%
82,220385,PI,"2,511",0.6,0.344828%
83,220390,PI,"58,586",2.2,1.264351%
84,220400,PI,"5,270",0.6,0.344828%
85,220410,PI,"4,392",0.6,0.344828%
86,220415,PI,"2,984",0.6,0.344828%
87,220420,PI,"8,924",0.6,0.344828%
88,220430,PI,"11,368",0.8,0.459770%
89,220435,PI,"5,276",0.6,0.344828%
90,220440,PI,"10,504",0.8,0.459770%
91,220450,PI,"10,342",0.8,0.459770%
92,220455,PI,"4,464",0.6,0.344828%
93,220460,PI,"3,809",0.6,0.344828%
94,220465,PI,"9,136",0.6,0.344828%
95,220470,PI,"15,017",1.0,0.574713%
96,220480,PI,"9,534",0.6,0.344828%
97,220490,PI,"8,368",0.6,0.344828%
98,220500,PI,"11,302",0.8,0.459770%
99,220510,PI,"10,806",0.8,0.459770%
100,220515,PI,"5,710",0.6,0.344828%
101,220520,PI,"18,501",1.2,0.689655%
102,220525,PI,"4,389",0.6,0.344828%
103,220527,PI,"4,743",0.6,0.344828%
104,220530,PI,"4,403",0.6,0.344828%
105,220535,PI,"2,971",0.6,0.344828%
106,220540,PI,"14,032",1.0,0.574713%
107,220545,PI,"5,253",0.6,0.344828%
108,220550,PI,"38,005",1.8,1.034483%
109,220551,PI,"4,828",0.6,0.344828%
110,220552,PI,"5,479",0.6,0.344828%
111,220553,PI,"4,623",0.6,0.344828%
112,220555,PI,"8,245",0.6,0.344828%
113,220557,PI,"6,566",0.6,0.344828%
114,220556,PI,"4,568",0.6,0.344828%
115,220558,PI,"3,948",0.6,0.344828%
116,220559,PI,"4,995",0.6,0.344828%
117,220554,PI,"2,741",0.6,0.344828%
118,220560,PI,"5,266",0.6,0.344828%
119,220570,PI,"29,252",1.4,0.804598%
120,220580,PI,"25,005",1.4,0.804598%
121,220585,PI,"8,034",0.6,0.344828%
122,220590,PI,"5,260",0.6,0.344828%
123,220595,PI,"8,121",0.6,0.344828%
124,220600,PI,"4,484",0.6,0.344828%
125,220605,PI,"6,305",0.6,0.344828%
126,220610,PI,"10,664",0.8,0.459770%
127,220620,PI,"32,900",1.6,0.919540%
128,220630,PI,"1,244",0.6,0.344828%
129,220635,PI,"6,797",0.6,0.344828%
130,220640,PI,"10,411",0.8,0.459770%
131,220650,PI,"7,541",0.6,0.344828%
132,220660,PI,"10,438",0.8,0.459770%
133,220665,PI,"4,082",0.6,0.344828%
134,220667,PI,"6,622",0.6,0.344828%
135,220669,PI,"8,781",0.6,0.344828%
136,220670,PI,"7,300",0.6,0.344828%
137,220672,PI,"8,289",0.6,0.344828%
138,220675,PI,"4,696",0.6,0.344828%
139,220680,PI,"8,419",0.6,0.344828%
140,220795,PI,"4,264",0.6,0.344828%
141,220690,PI,"6,505",0.6,0.344828%
142,220695,PI,"3,354",0.6,0.344828%
143,220700,PI,"36,195",1.6,0.919540%
144,220710,PI,"2,698",0.6,0.344828%
145,220720,PI,"6,735",0.6,0.344828%
146,220730,PI,"4,077",0.6,0.344828%
147,220735,PI,"3,460",0.6,0.344828%
148,220740,PI,"4,997",0.6,0.344828%
149,220750,PI,"14,090",1.0,0.574713%
150,220755,PI,"3,919",0.6,0.344828%
151,220760,PI,"10,494",0.8,0.459770%
152,220770,PI,"148,832",3.8,2.183891%
153,220775,PI,"4,457",0.6,0.344828%
154,220777,PI,"6,223",0.6,0.344828%
155,220779,PI,"3,888",0.6,0.344828%
156,220780,PI,"20,093",1.2,0.689655%
157,220785,PI,"3,655",0.6,0.344828%
158,220790,PI,"37,968",1.8,1.034483%
159,220793,PI,"2,463",0.6,0.344828%
160,220800,PI,"76,042",2.6,1.494236%
161,220810,PI,"11,884",0.8,0.459770%
162,220820,PI,"17,979",1.2,0.689655%
163,220830,PI,"28,179",1.4,0.804598%
164,220840,PI,"62,542",2.4,1.379293%
165,220850,PI,"12,188",0.8,0.459770%
166,220855,PI,"2,625",0.6,0.344828%
167,220860,PI,"3,109",0.6,0.344828%
168,220865,PI,"8,743",0.6,0.344828%
169,220870,PI,"8,556",0.6,0.344828%
170,220880,PI,"17,696",1.2,0.689655%
171,220885,PI,"4,259",0.6,0.344828%
172,220887,PI,"4,354",0.6,0.344828%
173,220890,PI,"7,068",0.6,0.344828%
174,220900,PI,"6,327",0.6,0.344828%
175,220910,PI,"6,110",0.6,0.344828%
176,220915,PI,"3,893",0.6,0.344828%
177,220920,PI,"6,150",0.6,0.344828%
178,220930,PI,"5,666",0.6,0.344828%
179,220937,PI,"5,182",0.6,0.344828%
180,220935,PI,"4,522",0.6,0.344828%
181,220940,PI,"6,182",0.6,0.344828%
182,220945,PI,"2,102",0.6,0.344828%
183,220950,PI,"3,706",0.6,0.344828%
184,220955,PI,"4,363",0.6,0.344828%
185,220960,PI,"2,945",0.6,0.344828%
186,220965,PI,"5,728",0.6,0.344828%
187,220970,PI,"6,335",0.6,0.344828%
188,220975,PI,"2,923",0.6,0.344828%
189,220980,PI,"4,866",0.6,0.344828%
190,220985,PI,"4,509",0.6,0.344828%
191,220987,PI,"5,760",0.6,0.344828%
192,220990,PI,"6,122",0.6,0.344828%
193,220995,PI,"4,728",0.6,0.344828%
194,220997,PI,"7,636",0.6,0.344828%
195,221000,PI,"20,000",1.2,0.689655%
196,221005,PI,"5,227",0.6,0.344828%
197,221010,PI,"3,707",0.6,0.344828%
198,221020,PI,"6,621",0.6,0.344828%
199,221030,PI,"5,761",0.6,0.344828%
200,221035,PI,"4,483",0.6,0.344828%
201,221037,PI,"2,591",0.6,0.344828%
202,221038,PI,"2,403",0.6,0.344828%
203,221039,PI,"2,995",0.6,0.344828%
204,221040,PI,"18,162",1.2,0.689655%
205,221050,PI,"13,913",1.0,0.574713%
206,221060,PI,"33,400",1.6,0.919540%
207,221062,PI,"3,499",0.6,0.344828%
208,221063,PI,"4,189",0.6,0.344828%
209,221065,PI,"9,777",0.6,0.344828%
210,221070,PI,"14,372",1.0,0.574713%
211,221080,PI,"12,341",0.8,0.459770%
212,221090,PI,"4,527",0.6,0.344828%
213,221093,PI,"6,457",0.6,0.344828%
214,221095,PI,"2,826",0.6,0.344828%
215,221097,PI,"2,683",0.6,0.344828%
216,221110,PI,"43,403",1.8,1.034483%
217,221120,PI,"20,779",1.2,0.689655%
218,221130,PI,"20,541",1.2,0.689655%
219,221135,PI,"4,910",0.6,0.344828%
220,221140,PI,"4,346",0.6,0.344828%
221,221150,PI,"3,020",0.6,0.344828%
222,221160,PI,"3,010",0.6,0.344828%
223,221170,PI,"4,355",0.6,0.344828%
2,410020,PR,"6,416",0.6,0.146199%
3,410030,PR,"8,797",0.6,0.146199%
4,410040,PR,"110,256",3.2,0.779727%
5,410045,PR,"3,754",0.6,0.146199%
6,412862,PR,"3,159",0.6,0.146199%
7,410060,PR,"14,334",1.0,0.243665%
8,410070,PR,"10,350",0.8,0.194932%
9,410050,PR,"21,489",1.2,0.292398%
10,410080,PR,"10,869",0.8,0.194932%
11,410090,PR,"5,815",0.6,0.146199%
12,410100,PR,"18,281",1.2,0.292398%
13,410105,PR,"2,929",0.6,0.146199%
14,410110,PR,"20,988",1.2,0.292398%
15,410115,PR,"2,954",0.6,0.146199%
16,410120,PR,"19,412",1.2,0.292398%
17,410130,PR,"7,567",0.6,0.146199%
18,410140,PR,"128,058",3.4,0.828460%
19,410150,PR,"112,198",3.2,0.779727%
20,410160,PR,"27,170",1.4,0.341131%
21,410165,PR,"3,513",0.6,0.146199%
22,410170,PR,"13,926",1.0,0.243665%
23,410180,PR,"129,209",3.6,0.877169%
24,410185,PR,"2,421",0.6,0.146199%
25,410190,PR,"16,436",1.0,0.243665%
26,410200,PR,"33,988",1.6,0.389864%
27,410210,PR,"25,745",1.4,0.341131%
28,410220,PR,"4,010",0.6,0.146199%
29,410230,PR,"12,059",0.8,0.194932%
30,410240,PR,"32,800",1.6,0.389864%
31,410250,PR,"12,683",0.8,0.194932%
32,410270,PR,"2,813",0.6,0.146199%
33,410260,PR,"10,143",0.6,0.146199%
34,410275,PR,"3,926",0.6,0.146199%
35,410280,PR,"15,565",1.0,0.243665%
36,410290,PR,"16,416",1.0,0.243665%
37,410300,PR,"4,559",0.6,0.146199%
38,410302,PR,"2,763",0.6,0.146199%
39,410304,PR,"6,702",0.6,0.146199%
40,410305,PR,"8,028",0.6,0.146199%
41,410310,PR,"11,826",0.8,0.194932%
42,410315,PR,"3,824",0.6,0.146199%
43,410320,PR,"6,866",0.6,0.146199%
44,410322,PR,"3,372",0.6,0.146199%
45,410330,PR,"7,724",0.6,0.146199%
46,410335,PR,"5,799",0.6,0.146199%
47,410337,PR,"3,136",0.6,0.146199%
48,410340,PR,"2,833",0.6,0.146199%
49,410345,PR,"16,020",1.0,0.243665%
50,410347,PR,"4,334",0.6,0.146199%
51,410350,PR,"8,423",0.6,0.146199%
52,410360,PR,"24,928",1.4,0.341131%
53,410370,PR,"102,222",3.2,0.779727%
54,410380,PR,"7,603",0.6,0.146199%
55,410390,PR,"15,463",1.0,0.243665%
56,410395,PR,"4,130",0.6,0.146199%
57,410400,PR,"41,060",1.8,0.438596%
58,410405,PR,"4,361",0.6,0.146199%
59,410410,PR,"7,550",0.6,0.146199%
60,410420,PR,"120,730",3.4,0.828460%
61,410425,PR,"26,755",1.4,0.341131%
62,410430,PR,"91,648",2.8,0.682261%
63,410440,PR,"16,633",1.0,0.243665%
64,410442,PR,"15,657",1.0,0.243665%
65,410445,PR,"13,396",0.8,0.194932%
66,410450,PR,"19,182",1.2,0.292398%
67,410460,PR,"15,592",1.0,0.243665%
68,410465,PR,"20,863",1.2,0.292398%
69,410470,PR,"14,239",1.0,0.243665%
70,410480,PR,"305,615",4.0,0.974659%
71,410490,PR,"70,086",2.4,0.584795%
72,410500,PR,"10,467",0.8,0.194932%
73,410510,PR,"11,382",0.8,0.194932%
74,410520,PR,"17,619",1.2,0.292398%
75,410530,PR,"11,528",0.8,0.194932%
76,410540,PR,"20,077",1.2,0.292398%
77,410550,PR,"75,360",2.6,0.633528%
78,410560,PR,"11,800",0.8,0.194932%
79,410570,PR,"17,501",1.2,0.292398%
80,410580,PR,"227,220",4.0,0.974659%
81,410590,PR,"23,402",1.2,0.292398%
82,410600,PR,"8,648",0.6,0.146199%
83,410610,PR,"3,794",0.6,0.146199%
84,410620,PR,"17,067",1.2,0.292398%
85,410630,PR,"16,954",1.0,0.243665%
86,410640,PR,"48,420",2.0,0.487329%
87,410645,PR,"7,525",0.6,0.146199%
88,410650,PR,"22,035",1.2,0.292398%
89,410655,PR,"3,887",0.6,0.146199%
90,410680,PR,"18,702",1.2,0.292398%
91,410657,PR,"4,383",0.6,0.146199%
92,410660,PR,"21,107",1.2,0.292398%
93,410670,PR,"4,656",0.6,0.146199%
94,410685,PR,"3,185",0.6,0.146199%
95,410700,PR,"14,620",1.0,0.243665%
96,410715,PR,"5,223",0.6,0.146199%
97,410710,PR,"5,540",0.6,0.146199%
98,410712,PR,"3,583",0.6,0.146199%
99,410720,PR,"38,385",1.8,0.438596%
100,410725,PR,"8,007",0.6,0.146199%
101,410730,PR,"6,024",0.6,0.146199%
102,412863,PR,"5,837",0.6,0.146199%
103,410740,PR,"6,223",0.6,0.146199%
104,410750,PR,"14,298",1.0,0.243665%
105,410753,PR,"4,202",0.6,0.146199%
106,410752,PR,"1,946",0.6,0.146199%
107,410754,PR,"4,642",0.6,0.146199%
108,410755,PR,"3,456",0.6,0.146199%
109,410760,PR,"17,006",1.2,0.292398%
110,410765,PR,"89,037",2.8,0.682261%
111,410770,PR,"4,917",0.6,0.146199%
112,410773,PR,"6,008",0.6,0.146199%
113,410775,PR,"8,364",0.6,0.146199%
114,410785,PR,"4,822",0.6,0.146199%
115,410780,PR,"5,149",0.6,0.146199%
116,410790,PR,"6,324",0.6,0.146199%
117,410800,PR,"11,328",0.8,0.194932%
118,410810,PR,"2,650",0.6,0.146199%
119,410820,PR,"7,468",0.6,0.146199%
120,410830,PR,"263,508",4.0,0.974659%
121,410845,PR,"5,346",0.6,0.146199%
122,410832,PR,"6,483",0.6,0.146199%
123,410840,PR,"84,437",2.8,0.682261%
124,410850,PR,"14,039",1.0,0.243665%
125,410855,PR,"3,315",0.6,0.146199%
126,410860,PR,"29,743",1.4,0.341131%
127,410865,PR,"7,590",0.6,0.146199%
128,410870,PR,"6,515",0.6,0.146199%
129,410880,PR,"32,190",1.6,0.389864%
130,410890,PR,"6,468",0.6,0.146199%
131,410895,PR,"8,343",0.6,0.146199%
132,410900,PR,"3,968",0.6,0.146199%
133,410910,PR,"2,289",0.6,0.146199%
134,410920,PR,"5,373",0.6,0.146199%
135,410930,PR,"14,372",1.0,0.243665%
136,410940,PR,"175,779",4.0,0.974659%
137,410950,PR,"8,012",0.6,0.146199%
138,410960,PR,"34,338",1.6,0.389864%
139,410965,PR,"5,902",0.6,0.146199%
140,410970,PR,"30,242",1.4,0.341131%
141,410975,PR,"6,306",0.6,0.146199%
142,410980,PR,"51,255",2.2,0.536062%
143,410990,PR,"8,809",0.6,0.146199%
144,411000,PR,"4,205",0.6,0.146199%
145,411005,PR,"2,299",0.6,0.146199%
146,411007,PR,"12,087",0.8,0.194932%
147,411010,PR,"30,359",1.4,0.341131%
148,411020,PR,"11,282",0.8,0.194932%
149,411030,PR,"3,100",0.6,0.146199%
150,411040,PR,"4,456",0.6,0.146199%
151,411050,PR,"14,809",1.0,0.243665%
152,411060,PR,"15,078",1.0,0.243665%
153,411065,PR,"2,564",0.6,0.146199%
154,411070,PR,"58,957",2.2,0.536062%
155,411080,PR,"10,773",0.8,0.194932%
156,411090,PR,"4,659",0.6,0.146199%
157,411095,PR,"9,869",0.6,0.146199%
158,411100,PR,"6,887",0.6,0.146199%
159,411110,PR,"6,173",0.6,0.146199%
160,411120,PR,"11,211",0.8,0.194932%
161,411125,PR,"25,974",1.4,0.341131%
162,411130,PR,"3,476",0.6,0.146199%
163,411140,PR,"13,451",0.8,0.194932%
164,411150,PR,"32,699",1.6,0.389864%
165,411155,PR,"7,901",0.6,0.146199%
166,411160,PR,"3,159",0.6,0.146199%
167,411170,PR,"5,135",0.6,0.146199%
168,411180,PR,"40,221",1.8,0.438596%
169,411190,PR,"12,939",0.8,0.194932%
170,411200,PR,"34,096",1.6,0.389864%
171,411210,PR,"21,057",1.2,0.292398%
172,411220,PR,"6,341",0.6,0.146199%
173,411230,PR,"5,058",0.6,0.146199%
174,411240,PR,"9,020",0.6,0.146199%
175,411250,PR,"12,371",0.8,0.194932%
176,411260,PR,"1,424",0.6,0.146199%
177,411270,PR,"12,387",0.8,0.194932%
178,411275,PR,"9,072",0.6,0.146199%
179,411280,PR,"11,347",0.8,0.194932%
180,411290,PR,"3,483",0.6,0.146199%
181,411295,PR,"7,755",0.6,0.146199%
182,411300,PR,"6,897",0.6,0.146199%
183,411310,PR,"4,511",0.6,0.146199%
184,411320,PR,"47,023",2.0,0.487329%
185,411325,PR,"6,384",0.6,0.146199%
186,411330,PR,"31,936",1.6,0.389864%
187,411340,PR,"4,200",0.6,0.146199%
188,411342,PR,"3,891",0.6,0.146199%
189,411345,PR,"5,309",0.6,0.146199%
190,411350,PR,"22,288",1.2,0.292398%
191,411360,PR,"4,626",0.6,0.146199%
192,411370,PR,"537,566",4.0,0.974659%
193,411373,PR,"7,487",0.6,0.146199%
194,411375,PR,"5,193",0.6,0.146199%
195,411380,PR,"4,805",0.6,0.146199%
196,411390,PR,"13,475",0.8,0.194932%
197,411400,PR,"14,095",1.0,0.243665%
198,411410,PR,"21,156",1.2,0.292398%
199,411420,PR,"34,006",1.6,0.389864%
200,411430,PR,"24,112",1.4,0.341131%
201,411435,PR,"3,053",0.6,0.146199%
202,411440,PR,"17,402",1.2,0.292398%
203,411450,PR,"13,610",1.0,0.243665%
204,411460,PR,"49,773",2.0,0.487329%
205,411470,PR,"6,034",0.6,0.146199%
206,411480,PR,"33,794",1.6,0.389864%
207,411490,PR,"9,088",0.6,0.146199%
208,411500,PR,"7,100",0.6,0.146199%
209,411510,PR,"10,526",0.8,0.194932%
210,411520,PR,"385,753",4.0,0.974659%
211,411530,PR,"6,529",0.6,0.146199%
212,411535,PR,"5,810",0.6,0.146199%
213,411540,PR,"14,397",1.0,0.243665%
214,411545,PR,"4,965",0.6,0.146199%
215,411550,PR,"4,745",0.6,0.146199%
216,411560,PR,"17,026",1.2,0.292398%
217,411570,PR,"31,690",1.6,0.389864%
218,411573,PR,"3,765",0.6,0.146199%
219,411575,PR,"9,355",0.6,0.146199%
